Métrica,Media,Desvio_Padrao
Melhor Valor Encontrado,-456.61973635234955,60.63985401569054
Gerações para Convergência,56.15,17.589694949630385
Avaliações Função Objetivo (Total),2807.5,879.4847474815192
Multiplicações (Total),108597.2,34015.09260932642
Divisões (Total),14037.5,4397.423737407596
Avaliações (no Melhor Global),1807.5,879.4847474815192
Multiplicações (no Melhor Global),69907.3,34022.597748988446
Divisões (no Melhor Global),9037.5,4397.423737407596
