Métrica,Media,Desvio_Padrao
Melhor Valor Encontrado,-472.04884437420907,71.90024379368289
Gerações para Convergência,63.05,18.091798083516654
Avaliações Função Objetivo (Total),2206.75,633.2129329230829
Multiplicações (Total),85544.0,24562.12862368235
Divisões (Total),11033.75,3166.064664615414
Avaliações (no Melhor Global),1506.75,633.2129329230829
Multiplicações (no Melhor Global),58406.7,24562.448577366824
Divisões (no Melhor Global),7533.75,3166.064664615414
