Métrica,Media,Desvio_Padrao
Melhor Valor Encontrado,-424.71694734453047,97.02299105804384
Gerações para Convergência,46.9,15.583054223975747
Avaliações Função Objetivo (Total),1641.5,545.4068978391512
Multiplicações (Total),63470.1,21086.79432575853
Divisões (Total),8207.5,2727.034489195756
Avaliações (no Melhor Global),941.5,545.4068978391512
Multiplicações (no Melhor Global),36393.4,21086.207915427363
Divisões (no Melhor Global),4707.5,2727.034489195756
