Métrica,Media,Desvio_Padrao
Melhor Valor Encontrado,-434.7028669134378,80.4081022018165
Gerações para Convergência,200.0,0.0
Avaliações Função Objetivo (Total),1741.25,649.3394923426339
Multiplicações (Total),135861.1,51199.41020826006
Divisões (Total),17725.0,6678.920492667091
Avaliações (no Melhor Global),1041.25,649.3394923426339
Multiplicações (no Melhor Global),80671.3,51197.65802733764
Divisões (no Melhor Global),10525.0,6678.920492667091
